lead_time,total_nights,adults,children,babies,adr,room_price_total,booking_changes,days_in_waiting_list,total_of_special_requests,previous_cancellations,previous_bookings_not_canceled,hotel,is_repeated_guest,Cụm,Tên Cụm,adr_adj,room_price_total_adj,total_nights_adj,Cụm_Chi_Tiết
26,7,2,0.0,0,163.0,1004.08,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,81.5,502.04,3.5,1
73,7,2,0.0,0,172.0,842.8,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,86.0,421.4,3.5,1
102,7,2,0.0,0,110.7,681.912,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,55.35,340.956,3.5,1
115,7,2,0.0,0,58.95,363.13200000000006,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,29.475,181.56600000000003,3.5,2
102,7,2,0.0,0,73.8,454.608,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,36.9,227.304,3.5,2
86,7,2,0.0,0,97.0,597.52,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,48.5,298.76,3.5,2
78,7,2,0.0,0,139.0,681.1,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,69.5,340.55,3.5,1
52,7,2,0.0,0,67.24,414.1984,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,33.62,207.0992,3.5,2
29,8,2,0.0,0,116.5,820.16,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,58.25,410.08,4.0,1
101,8,2,0.0,0,96.3,677.952,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,48.15,338.976,4.0,1
109,8,2,0.0,0,123.0,865.92,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,61.5,432.96,4.0,1
92,10,2,0.0,0,71.55,629.64,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,35.775,314.82,5.0,2
92,10,2,0.0,0,71.55,629.64,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,35.775,314.82,5.0,2
79,10,2,0.0,0,149.0,1043.0,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,74.5,521.5,5.0,1
30,5,2,0.0,0,123.0,541.1999999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,61.5,270.59999999999997,2.5,0
64,5,2,0.0,0,107.0,470.8,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,53.5,235.4,2.5,0
39,6,2,0.0,0,163.0,860.64,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,81.5,430.32,3.0,1
90,6,2,0.0,0,82.0,432.96,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,41.0,216.48,3.0,2
34,6,2,0.0,0,163.0,860.64,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,81.5,430.32,3.0,1
93,7,2,0.0,0,105.5,516.9499999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,52.75,258.47499999999997,3.5,2
97,7,2,0.0,0,164.2,804.5799999999999,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,82.1,402.28999999999996,3.5,1
29,7,2,0.0,0,97.29,599.3064,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,48.645,299.6532,3.5,2
101,7,2,0.0,0,114.0,558.6,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,57.0,279.3,3.5,2
27,7,2,0.0,0,98.4,606.144,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,49.2,303.072,3.5,2
8,9,2,0.0,0,175.0,1386.0,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,87.5,693.0,4.5,1
82,10,2,0.0,0,63.6,559.6800000000001,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,31.8,279.84000000000003,5.0,2
94,10,2,0.0,0,124.45,1095.16,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,62.225,547.58,5.0,1
110,6,2,0.0,0,110.7,584.496,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,55.35,292.248,3.0,2
96,6,2,0.0,0,74.07,311.09399999999994,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,37.035,155.54699999999997,3.0,2
79,6,2,0.0,0,134.1,563.2199999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,67.05,281.60999999999996,3.0,0
115,5,2,0.0,0,167.0,734.8000000000001,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,83.5,367.40000000000003,2.5,1
94,4,2,0.0,0,171.32,603.0464,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,85.66,301.5232,2.0,0
48,4,2,0.0,0,167.0,467.6,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,83.5,233.8,2.0,0
28,5,2,0.0,0,123.0,541.1999999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,61.5,270.59999999999997,2.5,0
34,5,2,0.0,0,175.0,612.4999999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,87.5,306.24999999999994,2.5,0
98,6,2,0.0,0,117.8,494.76,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,58.9,247.38,3.0,2
104,6,2,0.0,0,117.63,621.0863999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,58.815,310.54319999999996,3.0,0
68,7,2,0.0,0,185.0,906.5,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,92.5,453.25,3.5,1
86,7,2,0.0,0,71.0,347.9,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,35.5,173.95,3.5,2
49,7,2,0.0,0,47.25,291.06,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,23.625,145.53,3.5,2
111,8,2,0.0,0,151.0,845.5999999999999,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,75.5,422.79999999999995,4.0,1
94,5,2,0.0,0,87.3,384.12,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,43.65,192.06,2.5,2
112,5,2,0.0,0,120.6,530.64,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,60.3,265.32,2.5,0
100,5,2,0.0,0,63.86,280.98400000000004,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,31.93,140.49200000000002,2.5,2
33,5,2,0.0,0,157.1,549.8499999999999,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,78.55,274.92499999999995,2.5,0
80,5,2,0.0,0,73.0,321.2,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,36.5,160.6,2.5,2
90,6,2,0.0,0,110.7,584.496,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,55.35,292.248,3.0,2
111,6,2,0.0,0,93.6,494.208,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,46.8,247.104,3.0,2
65,7,2,0.0,0,83.5,514.36,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,41.75,257.18,3.5,2
8,4,2,0.0,0,193.0,679.36,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,96.5,339.68,2.0,1
88,4,2,0.0,0,150.0,420.0,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,75.0,210.0,2.0,0
88,7,2,0.0,0,139.0,681.1,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,69.5,340.55,3.5,1
54,7,2,0.0,0,79.5,489.72,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,39.75,244.86,3.5,2
49,7,2,0.0,0,47.25,291.06,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,23.625,145.53,3.5,2
112,6,2,0.0,0,126.65,531.9300000000001,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,63.325,265.96500000000003,3.0,2
113,4,2,0.0,0,123.0,432.96,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,61.5,216.48,2.0,0
102,5,2,0.0,0,66.42,292.24800000000005,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,33.21,146.12400000000002,2.5,2
113,6,2,0.0,0,77.96,411.6288,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,38.98,205.8144,3.0,2
49,7,2,0.0,0,112.0,548.8,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,56.0,274.4,3.5,2
96,7,2,0.0,0,107.0,659.12,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,53.5,329.56,3.5,1
49,7,2,0.0,0,89.68,439.432,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,44.84,219.716,3.5,2
33,7,2,0.0,0,155.0,759.5,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,77.5,379.75,3.5,1
82,8,2,0.0,0,112.0,788.48,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,56.0,394.24,4.0,1
100,4,2,0.0,0,130.1,457.952,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,65.05,228.976,2.0,0
44,3,2,0.0,0,153.0,403.9200000000001,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,76.5,201.96000000000004,1.5,0
90,7,2,0.0,0,90.95,560.252,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,45.475,280.126,3.5,2
90,7,2,0.0,0,93.6,576.576,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,46.8,288.288,3.5,2
90,7,2,0.0,0,119.25,734.5799999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,59.625,367.28999999999996,3.5,1
49,7,2,0.0,0,134.73,660.1769999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,67.365,330.08849999999995,3.5,1
49,7,2,0.0,0,112.0,548.8,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,56.0,274.4,3.5,2
69,8,2,0.0,0,118.13,661.5279999999999,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,59.065,330.76399999999995,4.0,1
51,5,2,0.0,0,123.0,541.1999999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,61.5,270.59999999999997,2.5,0
21,5,2,0.0,0,165.0,577.4999999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,82.5,288.74999999999994,2.5,0
35,5,2,0.0,0,149.4,657.36,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,74.7,328.68,2.5,0
78,7,2,0.0,0,106.84,523.516,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,53.42,261.758,3.5,2
31,7,2,0.0,0,161.0,788.8999999999999,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,80.5,394.44999999999993,3.5,1
78,7,2,0.0,0,134.43,658.707,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,67.215,329.3535,3.5,1
78,7,2,0.0,0,144.43,707.707,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,72.215,353.8535,3.5,1
44,7,2,0.0,0,152.0,744.8,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,76.0,372.4,3.5,1
34,7,2,0.0,0,125.54,615.146,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,62.77,307.573,3.5,2
87,7,2,0.0,0,133.83,515.2455000000001,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,66.915,257.62275000000005,3.5,2
11,8,2,0.0,0,159.75,1124.64,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,79.875,562.32,4.0,1
86,5,2,0.0,0,112.2,493.68,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,56.1,246.84,2.5,0
41,6,2,0.0,0,110.6,583.968,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,55.3,291.984,3.0,2
32,6,2,0.0,0,105.9,559.152,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,52.95,279.576,3.0,2
34,7,2,0.0,0,95.27,466.823,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,47.635,233.4115,3.5,2
34,7,2,0.0,0,108.83,533.2669999999999,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,54.415,266.63349999999997,3.5,2
100,5,2,0.0,0,153.96,538.86,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,76.98,269.43,2.5,0
44,5,2,0.0,0,120.6,530.64,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,60.3,265.32,2.5,0
49,6,2,0.0,0,90.67,478.7376,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,45.335,239.3688,3.0,2
36,6,2,0.0,0,126.67,668.8176,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,63.335,334.4088,3.0,1
117,6,2,0.0,0,144.4,606.48,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,72.2,303.24,3.0,1
70,6,2,0.0,0,99.5,525.36,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,49.75,262.68,3.0,2
110,7,2,0.0,0,139.4,858.7040000000001,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,69.7,429.35200000000003,3.5,1
109,7,2,0.0,0,73.8,454.608,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,36.9,227.304,3.5,2
33,4,2,0.0,0,123.0,432.96,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,61.5,216.48,2.0,0
33,4,2,0.0,0,123.0,432.96,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,61.5,216.48,2.0,0
36,7,2,0.0,0,104.68,644.8288,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,52.34,322.4144,3.5,2
40,7,2,0.0,0,166.0,813.3999999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,83.0,406.69999999999993,3.5,1
59,8,2,0.0,0,111.25,783.2,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,55.625,391.6,4.0,1
79,8,2,0.0,0,98.1,549.3599999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,49.05,274.67999999999995,4.0,2
32,10,2,0.0,0,178.0,1246.0,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,89.0,623.0,5.0,1
110,7,2,0.0,0,113.9,701.624,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,56.95,350.812,3.5,1
33,7,2,0.0,0,129.29,796.4264,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,64.645,398.2132,3.5,1
8,6,2,0.0,0,169.0,892.3199999999999,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,84.5,446.15999999999997,3.0,1
72,6,2,0.0,0,93.0,491.04,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,46.5,245.52,3.0,2
12,7,2,0.0,0,132.29,814.9064,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,66.145,407.4532,3.5,1
48,7,2,0.0,0,123.0,757.68,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,61.5,378.84,3.5,1
90,7,2,0.0,0,117.22,451.297,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,58.61,225.6485,3.5,2
34,7,2,0.0,0,149.0,730.1,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,74.5,365.05,3.5,1
58,7,2,0.0,0,164.57,1013.7512,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,82.285,506.8756,3.5,1
59,7,2,0.0,0,107.0,659.12,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,53.5,329.56,3.5,2
90,7,2,0.0,0,117.22,451.297,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,58.61,225.6485,3.5,2
116,7,2,0.0,0,119.25,734.5799999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,59.625,367.28999999999996,3.5,1
31,7,2,0.0,0,123.0,757.68,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,61.5,378.84,3.5,1
51,7,2,0.0,0,105.71,517.9789999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,52.855,258.98949999999996,3.5,2
48,7,2,0.0,0,123.0,757.68,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,61.5,378.84,3.5,1
59,7,2,0.0,0,144.43,889.6888000000001,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,72.215,444.84440000000006,3.5,1
97,8,2,0.0,0,126.0,887.04,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,63.0,443.52,4.0,1
12,9,2,0.0,0,148.3,934.29,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,74.15,467.145,4.5,1
64,9,2,0.0,0,125.22,991.7424,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,62.61,495.8712,4.5,1
31,6,2,0.0,0,123.0,649.4399999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,61.5,324.71999999999997,3.0,1
59,6,2,0.0,0,130.0,546.0,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,65.0,273.0,3.0,2
55,6,2,0.0,0,133.16,703.0848,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,66.58,351.5424,3.0,1
81,7,2,0.0,0,78.84,485.6544,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,39.42,242.8272,3.5,2
97,4,2,0.0,0,90.95,320.144,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,45.475,160.072,2.0,0
100,4,2,0.0,0,130.05,457.77600000000007,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,65.025,228.88800000000003,2.0,0
50,5,2,0.0,0,123.0,541.1999999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,61.5,270.59999999999997,2.5,0
47,5,2,0.0,0,103.8,456.72,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,51.9,228.36,2.5,0
8,5,2,0.0,0,196.0,862.4,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,98.0,431.2,2.5,1
34,5,2,0.0,0,149.4,522.9,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,74.7,261.45,2.5,0
47,7,2,0.0,0,175.71,1082.3736,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,87.855,541.1868,3.5,1
115,7,2,0.0,0,119.7,586.53,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,59.85,293.265,3.5,1
79,7,2,0.0,0,100.86,621.2976,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,50.43,310.6488,3.5,2
91,7,2,0.0,0,100.86,621.2976,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,50.43,310.6488,3.5,2
60,5,2,0.0,0,79.5,349.79999999999995,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,39.75,174.89999999999998,2.5,2
49,5,2,0.0,0,132.8,464.80000000000007,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,66.4,232.40000000000003,2.5,0
51,5,2,0.0,0,79.5,349.79999999999995,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,39.75,174.89999999999998,2.5,2
38,5,2,0.0,0,120.0,528.0,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,60.0,264.0,2.5,0
75,5,2,0.0,0,144.2,504.69999999999993,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,72.1,252.34999999999997,2.5,0
101,5,2,0.0,0,107.2,471.68,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,53.6,235.84,2.5,0
42,5,2,0.0,0,120.0,528.0,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,60.0,264.0,2.5,0
109,5,2,0.0,0,163.8,573.3,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,81.9,286.65,2.5,0
81,6,2,0.0,0,98.5,520.08,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,49.25,260.04,3.0,2
98,6,2,0.0,0,130.5,548.0999999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,65.25,274.04999999999995,3.0,0
32,6,2,0.0,0,153.0,642.5999999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,76.5,321.29999999999995,3.0,1
72,6,2,0.0,0,98.5,520.08,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,49.25,260.04,3.0,2
115,7,2,0.0,0,119.7,586.53,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,59.85,293.265,3.5,1
118,7,2,0.0,0,184.6,710.71,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,92.3,355.355,3.5,1
81,7,2,0.0,0,181.22,887.9779999999998,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,90.61,443.9889999999999,3.5,1
95,7,2,0.0,0,100.86,621.2976,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,50.43,310.6488,3.5,2
56,4,2,0.0,0,134.25,375.9,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,67.125,187.95,2.0,0
88,8,2,0.0,0,96.3,677.952,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,48.15,338.976,4.0,2
41,9,2,0.0,0,83.09,658.0728,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,41.545,329.0364,4.5,2
76,5,2,0.0,0,101.8,447.92,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,50.9,223.96,2.5,0
73,6,2,0.0,0,127.0,533.4,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,63.5,266.7,3.0,2
73,6,2,0.0,0,161.5,678.3,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,80.75,339.15,3.0,1
