lead_time,total_nights,adults,children,babies,adr,room_price_total,booking_changes,days_in_waiting_list,total_of_special_requests,previous_cancellations,previous_bookings_not_canceled,hotel,is_repeated_guest,Cụm,Tên Cụm
14,2,2,0.0,0,98.0,172.48,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
10,2,2,0.0,0,117.81,207.34560000000002,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
5,2,2,0.0,0,135.0,237.6,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
17,3,2,0.0,0,133.0,351.12,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
93,3,2,0.0,0,58.95,155.62800000000001,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
3,3,2,0.0,0,136.33,286.293,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
10,2,2,0.0,0,153.0,269.28000000000003,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
3,2,2,0.0,0,110.5,194.48,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
51,2,2,0.0,0,97.0,170.72,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
71,2,2,0.0,0,110.3,194.128,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
63,2,2,0.0,0,82.0,144.32,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
62,2,2,0.0,0,97.0,170.72,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
101,2,2,0.0,0,73.8,129.888,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
2,2,2,0.0,0,91.5,128.1,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
15,2,2,0.0,0,114.5,201.52,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
51,2,2,0.0,0,110.3,194.128,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
3,3,2,0.0,0,90.9,239.976,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
48,3,2,0.0,0,123.0,324.71999999999997,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
2,4,2,0.0,0,122.0,429.44,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
72,4,2,0.0,0,110.7,389.664,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
81,8,2,0.0,0,85.86,604.4544,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
99,4,2,0.0,0,58.95,207.50400000000002,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
49,5,2,0.0,0,55.68,244.992,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
49,5,2,0.0,0,55.68,244.992,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
81,5,2,0.0,0,124.0,434.0,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
99,5,2,0.0,0,111.15,389.025,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
49,6,2,0.0,0,134.73,565.866,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
69,6,2,0.0,0,92.45,488.1360000000001,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
79,3,2,0.0,0,108.73,287.0472,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
12,1,2,0.0,0,73.8,64.944,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
9,1,2,0.0,0,98.0,86.24,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
1,1,2,0.0,0,131.0,115.28,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
21,1,2,0.0,0,123.0,108.24,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
9,1,2,0.0,0,94.71,83.34479999999999,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
109,1,2,0.0,0,123.0,108.24,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
109,2,2,0.0,0,123.0,216.48,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
72,2,2,0.0,0,73.8,129.888,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
63,7,2,0.0,0,117.0,720.7199999999999,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
63,7,2,0.0,0,196.54,963.0459999999998,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
101,7,2,0.0,0,99.3,611.688,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao
102,7,2,0.0,0,90.95,560.252,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
4,3,2,0.0,0,92.67,244.6488,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
98,3,2,0.0,0,71.55,188.892,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
92,6,2,0.0,0,96.49,509.46719999999993,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao
95,6,2,0.0,0,85.8,453.024,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao
102,7,2,0.0,0,96.3,593.208,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
26,7,2,0.0,0,163.0,1004.0799999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
73,7,2,0.0,0,172.0,842.8,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
102,7,2,0.0,0,110.7,681.912,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
115,7,2,0.0,0,58.95,363.13200000000006,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
102,7,2,0.0,0,73.8,454.608,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao
86,7,2,0.0,0,97.0,597.52,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao
78,7,2,0.0,0,139.0,681.1,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao
52,7,2,0.0,0,67.24,414.1984,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
29,8,2,0.0,0,116.5,820.16,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
101,8,2,0.0,0,96.3,677.952,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
109,8,2,0.0,0,123.0,865.92,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
92,10,2,0.0,0,71.55,629.64,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
92,10,2,0.0,0,71.55,629.64,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
79,10,2,0.0,0,149.0,1043.0,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
2,1,2,0.0,0,163.0,143.44,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
30,1,2,0.0,0,79.5,69.96,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
51,1,2,0.0,0,105.0,73.5,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
36,1,2,0.0,0,123.0,108.24,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
73,1,2,0.0,0,73.8,64.944,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
33,1,2,0.0,0,113.0,99.44,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
32,1,2,0.0,0,0.0,0.0,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
8,1,2,0.0,0,123.0,108.24,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
100,2,2,0.0,0,73.8,129.888,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
1,2,2,0.0,0,114.5,201.52,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
100,2,2,0.0,0,73.8,129.888,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
100,2,2,0.0,0,73.8,129.888,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
9,1,2,0.0,0,88.2,77.616,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
5,1,2,0.0,0,97.0,85.36,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
0,1,2,0.0,0,85.1,74.88799999999999,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
9,1,2,0.0,0,89.0,78.32000000000001,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
2,1,2,0.0,0,80.1,70.488,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
2,1,2,0.0,0,98.0,86.24,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
9,1,2,0.0,0,101.0,88.88,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
2,1,2,0.0,0,167.0,146.96,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
44,2,2,0.0,0,98.1,137.33999999999997,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
80,2,2,0.0,0,97.0,170.72,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
97,4,2,0.0,0,87.3,307.296,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
109,5,2,0.0,0,85.59,376.59600000000006,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
30,5,2,0.0,0,123.0,541.1999999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
64,5,2,0.0,0,107.0,470.79999999999995,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
39,6,2,0.0,0,163.0,860.64,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
90,6,2,0.0,0,82.0,432.96,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
34,6,2,0.0,0,163.0,860.64,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
93,7,2,0.0,0,105.5,516.9499999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
97,7,2,0.0,0,164.2,804.5799999999999,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
29,7,2,0.0,0,97.29,599.3064,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
101,7,2,0.0,0,114.0,558.6,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
27,7,2,0.0,0,98.4,606.144,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
8,9,2,0.0,0,175.0,1386.0,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
82,10,2,0.0,0,63.6,559.6800000000001,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao
94,10,2,0.0,0,124.45,1095.16,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
110,6,2,0.0,0,110.7,584.496,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
96,6,2,0.0,0,74.07,311.09399999999994,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
79,6,2,0.0,0,134.1,563.2199999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
115,5,2,0.0,0,167.0,734.8000000000001,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
111,4,2,0.0,0,123.0,432.96,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
51,4,2,0.0,0,117.81,414.69120000000004,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
94,4,2,0.0,0,171.32,603.0464,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
81,4,2,0.0,0,98.1,274.67999999999995,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
84,4,2,0.0,0,97.0,341.44,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
51,4,2,0.0,0,117.81,414.69120000000004,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
111,0,2,0.0,0,0.0,0.0,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
2,1,2,0.0,0,131.0,115.28,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
7,2,2,0.0,0,98.0,172.48,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
98,2,2,0.0,0,87.3,153.648,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
95,3,2,0.0,0,97.0,256.08,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
48,4,2,0.0,0,167.0,467.59999999999997,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
66,4,2,0.0,0,91.5,256.2,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
104,4,2,0.0,0,73.8,259.776,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
28,5,2,0.0,0,123.0,541.1999999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
34,5,2,0.0,0,175.0,612.4999999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
98,6,2,0.0,0,117.8,494.76,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
104,6,2,0.0,0,117.63,621.0863999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
68,7,2,0.0,0,185.0,906.5,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
86,7,2,0.0,0,71.0,347.9,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
49,7,2,0.0,0,47.25,291.06,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
111,8,2,0.0,0,151.0,845.5999999999999,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
94,5,2,0.0,0,87.3,384.12,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
112,5,2,0.0,0,120.6,530.64,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
100,5,2,0.0,0,63.86,280.98400000000004,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
33,5,2,0.0,0,157.1,549.8499999999999,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
97,5,2,0.0,0,91.37,319.79499999999996,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
80,5,2,0.0,0,73.0,321.2,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
90,6,2,0.0,0,110.7,584.496,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
111,6,2,0.0,0,93.6,494.20799999999997,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
65,7,2,0.0,0,83.5,514.36,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
67,2,2,0.0,0,73.8,129.888,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
55,3,2,0.0,0,82.0,216.48,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
21,3,2,0.0,0,185.5,389.54999999999995,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
8,0,2,0.0,0,0.0,0.0,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
8,0,2,0.0,0,0.0,0.0,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
0,1,2,0.0,0,109.8,96.624,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
0,1,2,0.0,0,195.0,136.5,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
8,4,2,0.0,0,193.0,679.36,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
66,4,2,0.0,0,97.0,341.44,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
88,4,2,0.0,0,150.0,420.0,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
0,4,2,0.0,0,98.0,344.96,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
43,5,2,0.0,0,91.5,320.25,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
88,7,2,0.0,0,139.0,681.1,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao
54,7,2,0.0,0,79.5,489.71999999999997,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
49,7,2,0.0,0,47.25,291.06,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
112,6,2,0.0,0,126.65,531.9300000000001,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
68,3,2,0.0,0,107.0,282.48,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
7,4,2,0.0,0,131.0,461.12,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
1,4,2,0.0,0,131.0,461.12,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
113,4,2,0.0,0,123.0,432.96,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
5,4,2,0.0,0,146.0,513.92,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
83,4,2,0.0,0,110.7,389.664,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
105,4,2,0.0,0,73.8,259.776,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
0,1,2,0.0,0,61.0,53.68,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
1,1,2,0.0,0,104.72,92.1536,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
1,2,2,0.0,0,104.72,184.3072,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
102,5,2,0.0,0,66.42,292.24800000000005,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
113,6,2,0.0,0,77.96,411.62879999999996,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
49,7,2,0.0,0,112.0,548.8,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
96,7,2,0.0,0,107.0,659.12,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
49,7,2,0.0,0,89.68,439.432,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
33,7,2,0.0,0,155.0,759.5,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
82,8,2,0.0,0,112.0,788.48,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
100,4,2,0.0,0,130.1,457.952,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
100,4,2,0.0,0,100.1,352.352,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
17,1,2,0.0,0,123.0,108.24,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
68,2,2,0.0,0,124.0,218.24,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
12,2,2,0.0,0,146.0,256.96,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
77,3,2,0.0,0,97.0,256.08,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
24,3,2,0.0,0,123.0,324.71999999999997,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
44,3,2,0.0,0,153.0,403.9200000000001,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
78,3,2,0.0,0,82.0,216.48,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
17,4,2,0.0,0,105.08,369.8816,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
103,4,2,0.0,0,65.42,230.2784,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
16,4,2,0.0,0,98.0,344.96,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
14,5,2,0.0,0,75.46,332.024,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
77,5,2,0.0,0,65.5,288.2,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
90,7,2,0.0,0,90.95,560.252,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
90,7,2,0.0,0,93.6,576.576,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
90,7,2,0.0,0,119.25,734.5799999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
49,7,2,0.0,0,134.73,660.1769999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
49,7,2,0.0,0,112.0,548.8,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
69,8,2,0.0,0,118.13,661.5279999999999,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao
10,1,2,0.0,0,131.0,115.28,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
22,2,2,0.0,0,88.2,155.232,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
91,2,2,0.0,0,73.8,129.888,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
23,2,2,0.0,0,98.0,172.48,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
